x-axis,1,2
second,Volt,Volt
-2.500000E+00,+547.739E-03,+4.931849E+00
-2.497500E+00,+557.789E-03,+4.982100E+00
-2.495000E+00,+567.839E-03,+4.972050E+00
-2.492500E+00,+557.789E-03,+4.972050E+00
-2.490000E+00,+628.141E-03,+4.972050E+00
-2.487500E+00,+557.789E-03,+5.002201E+00
-2.485000E+00,+587.940E-03,+4.972050E+00
-2.482500E+00,+557.789E-03,+4.982100E+00
-2.480000E+00,+587.940E-03,+5.012251E+00
-2.477500E+00,+587.940E-03,+4.972050E+00
-2.475000E+00,+567.839E-03,+4.951950E+00
-2.472500E+00,+547.739E-03,+4.972050E+00
-2.470000E+00,+587.940E-03,+4.972050E+00
-2.467500E+00,+547.739E-03,+4.972050E+00
-2.465000E+00,+527.638E-03,+4.972050E+00
-2.462500E+00,+537.688E-03,+4.972050E+00
-2.460000E+00,+547.739E-03,+4.972050E+00
-2.457500E+00,+537.688E-03,+4.972050E+00
-2.455000E+00,+547.739E-03,+4.972050E+00
-2.452500E+00,+537.688E-03,+4.972050E+00
-2.450000E+00,+547.739E-03,+4.972050E+00
-2.447500E+00,+517.588E-03,+4.972050E+00
-2.445000E+00,+507.538E-03,+4.972050E+00
-2.442500E+00,+517.588E-03,+5.002201E+00
-2.440000E+00,+507.538E-03,+4.972050E+00
-2.437500E+00,+507.538E-03,+4.972050E+00
-2.435000E+00,+467.337E-03,+4.992151E+00
-2.432500E+00,+507.538E-03,+4.972050E+00
-2.430000E+00,+507.538E-03,+4.972050E+00
-2.427500E+00,+537.688E-03,+4.972050E+00
-2.425000E+00,+487.437E-03,+4.951950E+00
-2.422500E+00,+477.387E-03,+4.972050E+00
-2.420000E+00,+467.337E-03,+4.972050E+00
-2.417500E+00,+507.538E-03,+5.002201E+00
-2.415000E+00,+507.538E-03,+4.992151E+00
-2.412500E+00,+497.487E-03,+4.982100E+00
-2.410000E+00,+507.538E-03,+4.972050E+00
-2.407500E+00,+497.487E-03,+5.002201E+00
-2.405000E+00,+507.538E-03,+4.972050E+00
-2.402500E+00,+467.337E-03,+4.931849E+00
-2.400000E+00,+467.337E-03,+4.972050E+00
-2.397500E+00,+467.337E-03,+4.951950E+00
-2.395000E+00,+467.337E-03,+4.972050E+00
-2.392500E+00,+467.337E-03,+4.941899E+00
-2.390000E+00,+467.337E-03,+4.972050E+00
-2.387500E+00,+467.337E-03,+4.972050E+00
-2.385000E+00,+467.337E-03,+4.992151E+00
-2.382500E+00,+467.337E-03,+4.962000E+00
-2.380000E+00,+467.337E-03,+5.012251E+00
