x-axis,1,2
second,Volt,Volt
-5.000000E+00,+3.763819E+00,+630.342E-03
-4.995000E+00,+3.773869E+00,+620.291E-03
-4.990000E+00,+3.763819E+00,+630.342E-03
-4.985000E+00,+3.773869E+00,+630.342E-03
-4.980000E+00,+3.763819E+00,+630.342E-03
-4.975000E+00,+3.804020E+00,+620.291E-03
-4.970000E+00,+3.743719E+00,+610.241E-03
-4.965000E+00,+3.753769E+00,+590.141E-03
-4.960000E+00,+3.763819E+00,+590.141E-03
-4.955000E+00,+3.763819E+00,+559.990E-03
-4.950000E+00,+3.723618E+00,+590.141E-03
-4.945000E+00,+3.763819E+00,+590.141E-03
-4.940000E+00,+3.723618E+00,+590.141E-03
-4.935000E+00,+3.693467E+00,+549.940E-03
-4.930000E+00,+3.723618E+00,+570.040E-03
-4.925000E+00,+3.723618E+00,+590.141E-03
-4.920000E+00,+3.723618E+00,+590.141E-03
-4.915000E+00,+3.753769E+00,+559.990E-03
-4.910000E+00,+3.703518E+00,+549.940E-03
-4.905000E+00,+3.683417E+00,+519.789E-03
-4.900000E+00,+3.643216E+00,+549.940E-03
-4.895000E+00,+3.683417E+00,+519.789E-03
-4.890000E+00,+3.703518E+00,+549.940E-03
-4.885000E+00,+3.693467E+00,+549.940E-03
-4.880000E+00,+3.643216E+00,+549.940E-03
-4.875000E+00,+3.663317E+00,+509.739E-03
-4.870000E+00,+3.643216E+00,+509.739E-03
-4.865000E+00,+3.643216E+00,+509.739E-03
-4.860000E+00,+3.683417E+00,+549.940E-03
-4.855000E+00,+3.643216E+00,+549.940E-03
-4.850000E+00,+3.643216E+00,+529.839E-03
-4.845000E+00,+3.613065E+00,+479.588E-03
-4.840000E+00,+3.603015E+00,+509.739E-03
-4.835000E+00,+3.633166E+00,+509.739E-03
-4.830000E+00,+3.623116E+00,+509.739E-03
-4.825000E+00,+3.613065E+00,+479.588E-03
-4.820000E+00,+3.643216E+00,+549.940E-03
-4.815000E+00,+3.643216E+00,+509.739E-03
-4.810000E+00,+3.603015E+00,+489.638E-03
-4.805000E+00,+3.592965E+00,+479.588E-03
-4.800000E+00,+3.562814E+00,+469.538E-03
-4.795000E+00,+3.592965E+00,+469.538E-03
-4.790000E+00,+3.562814E+00,+469.538E-03
-4.785000E+00,+3.572864E+00,+469.538E-03
-4.780000E+00,+3.562814E+00,+469.538E-03
-4.775000E+00,+3.522613E+00,+469.538E-03
-4.770000E+00,+3.562814E+00,+449.437E-03
-4.765000E+00,+3.562814E+00,+459.487E-03
-4.760000E+00,+3.562814E+00,+429.337E-03
