x-axis,1,2
second,Volt,Volt
-5.000000E+00,+1.673367E+00,+69.887E-03
-4.995000E+00,+1.673367E+00,+77.927E-03
-4.990000E+00,+1.653266E+00,+69.887E-03
-4.985000E+00,+1.673367E+00,+69.887E-03
-4.980000E+00,+1.633166E+00,+77.927E-03
-4.975000E+00,+1.643216E+00,+71.897E-03
-4.970000E+00,+1.633166E+00,+69.887E-03
-4.965000E+00,+1.633166E+00,+69.887E-03
-4.960000E+00,+1.673367E+00,+69.887E-03
-4.955000E+00,+1.633166E+00,+75.917E-03
-4.950000E+00,+1.633166E+00,+73.907E-03
-4.945000E+00,+1.592965E+00,+69.887E-03
-4.940000E+00,+1.592965E+00,+69.887E-03
-4.935000E+00,+1.592965E+00,+69.887E-03
-4.930000E+00,+1.613065E+00,+69.887E-03
-4.925000E+00,+1.592965E+00,+69.887E-03
-4.920000E+00,+1.633166E+00,+69.887E-03
-4.915000E+00,+1.592965E+00,+67.877E-03
-4.910000E+00,+1.592965E+00,+69.887E-03
-4.905000E+00,+1.582915E+00,+63.857E-03
-4.900000E+00,+1.592965E+00,+61.847E-03
-4.895000E+00,+1.562814E+00,+69.887E-03
-4.890000E+00,+1.592965E+00,+69.887E-03
-4.885000E+00,+1.552764E+00,+63.857E-03
-4.880000E+00,+1.552764E+00,+61.847E-03
-4.875000E+00,+1.552764E+00,+69.887E-03
-4.870000E+00,+1.552764E+00,+61.847E-03
-4.865000E+00,+1.552764E+00,+67.877E-03
-4.860000E+00,+1.552764E+00,+61.847E-03
-4.855000E+00,+1.552764E+00,+63.857E-03
-4.850000E+00,+1.492462E+00,+61.847E-03
-4.845000E+00,+1.512563E+00,+65.867E-03
-4.840000E+00,+1.512563E+00,+61.847E-03
-4.835000E+00,+1.512563E+00,+61.847E-03
-4.830000E+00,+1.512563E+00,+65.867E-03
-4.825000E+00,+1.522613E+00,+61.847E-03
-4.820000E+00,+1.512563E+00,+61.847E-03
-4.815000E+00,+1.512563E+00,+63.857E-03
-4.810000E+00,+1.512563E+00,+61.847E-03
-4.805000E+00,+1.502513E+00,+61.847E-03
-4.800000E+00,+1.472362E+00,+61.847E-03
-4.795000E+00,+1.502513E+00,+61.847E-03
-4.790000E+00,+1.492462E+00,+61.847E-03
-4.785000E+00,+1.472362E+00,+71.897E-03
-4.780000E+00,+1.472362E+00,+61.847E-03
-4.775000E+00,+1.462312E+00,+61.847E-03
-4.770000E+00,+1.452261E+00,+61.847E-03
-4.765000E+00,+1.462312E+00,+61.847E-03
-4.760000E+00,+1.472362E+00,+53.807E-03
